0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 -0.000025 0.000028 0.000110 0.000200 0.000284 0.000359 0.000423 0.000476 0.000518 0.000551 0.000575 0.000591 0.000598 0.000596 0.000585 0.000562 0.000527 0.000479 0.000414 0.000333 0.000234 0.000118 -0.000014 -0.000159 -0.000310 -0.000460 -0.000600 -0.000721 -0.000815 -0.000873 -0.000891 -0.000868 -0.000804 -0.000704 -0.000572 -0.000417 -0.000251 -0.000096 0.000015 0.000000 
0.000000 -0.000017 0.000137 0.000350 0.000578 0.000794 0.000987 0.001152 0.001289 0.001399 0.001485 0.001547 0.001586 0.001601 0.001592 0.001557 0.001492 0.001394 0.001259 0.001083 0.000863 0.000597 0.000287 -0.000062 -0.000442 -0.000837 -0.001229 -0.001595 -0.001910 -0.002152 -0.002303 -0.002351 -0.002292 -0.002130 -0.001875 -0.001543 -0.001153 -0.000737 -0.000341 -0.000038 0.000000 
0.000000 0.000092 0.000421 0.000837 0.001273 0.001686 0.002057 0.002377 0.002645 0.002861 0.003028 0.003147 0.003218 0.003241 0.003213 0.003131 0.002988 0.002779 0.002496 0.002132 0.001681 0.001143 0.000520 -0.000178 -0.000933 -0.001715 -0.002486 -0.003204 -0.003821 -0.004294 -0.004589 -0.004685 -0.004575 -0.004267 -0.003783 -0.003153 -0.002420 -0.001636 -0.000880 -0.000262 0.000000 
0.000000 0.000310 0.000889 0.001565 0.002256 0.002907 0.003493 0.004001 0.004426 0.004770 0.005034 0.005219 0.005325 0.005351 0.005292 0.005143 0.004894 0.004536 0.004057 0.003448 0.002700 0.001811 0.000788 -0.000355 -0.001585 -0.002856 -0.004109 -0.005271 -0.006268 -0.007032 -0.007509 -0.007666 -0.007495 -0.007012 -0.006252 -0.005267 -0.004121 -0.002893 -0.001690 -0.000645 0.000000 
0.000000 0.000644 0.001552 0.002545 0.003535 0.004461 0.005292 0.006012 0.006617 0.007105 0.007477 0.007735 0.007877 0.007901 0.007800 0.007564 0.007183 0.006641 0.005924 0.005018 0.003911 0.002601 0.001096 -0.000581 -0.002383 -0.004245 -0.006077 -0.007776 -0.009233 -0.010348 -0.011043 -0.011274 -0.011033 -0.010345 -0.009265 -0.007868 -0.006245 -0.004500 -0.002763 -0.001181 0.000000 
0.000000 0.001088 0.002402 0.003769 0.005098 0.006330 0.007431 0.008385 0.009184 0.009828 0.010317 0.010652 0.010830 0.010846 0.010691 0.010355 0.009819 0.009066 0.008076 0.006829 0.005312 0.003518 0.001460 -0.000833 -0.003299 -0.005849 -0.008360 -0.010689 -0.012686 -0.014212 -0.015163 -0.015479 -0.015156 -0.014233 -0.012789 -0.010926 -0.008762 -0.006428 -0.004071 -0.001850 0.000000 
0.000000 0.001635 0.003432 0.005226 0.006936 0.008503 0.009896 0.011100 0.012108 0.012918 0.013531 0.013945 0.014159 0.014164 0.013949 0.013498 0.012792 0.011806 0.010514 0.008891 0.006918 0.004586 0.001907 -0.001082 -0.004304 -0.007643 -0.010939 -0.014000 -0.016626 -0.018631 -0.019876 -0.020290 -0.019870 -0.018676 -0.016817 -0.014427 -0.011655 -0.008655 -0.005594 -0.002634 0.000000 
0.000000 0.002279 0.004629 0.006906 0.009035 0.010966 0.012673 0.014144 0.015372 0.016358 0.017101 0.017600 0.017850 0.017842 0.017563 0.016992 0.016103 0.014867 0.013252 0.011225 0.008759 0.005839 0.002476 -0.001288 -0.005363 -0.009601 -0.013798 -0.017708 -0.021064 -0.023626 -0.025212 -0.025734 -0.025198 -0.023690 -0.021356 -0.018369 -0.014912 -0.011166 -0.007312 -0.003519 0.000000 
0.000000 0.003012 0.005986 0.008796 0.011383 0.013708 0.015751 0.017505 0.018967 0.020138 0.021019 0.021608 0.021899 0.021881 0.021536 0.020841 0.019764 0.018270 0.016317 0.013863 0.010873 0.007322 0.003215 -0.001404 -0.006431 -0.011689 -0.016922 -0.021815 -0.026025 -0.029236 -0.031217 -0.031860 -0.031182 -0.029308 -0.026429 -0.022764 -0.018536 -0.013955 -0.009217 -0.004497 0.000000 
