0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000025 0.000016 -0.000091 -0.000301 -0.000615 -0.001022 -0.001511 -0.002069 -0.002682 -0.003340 -0.004032 -0.004746 -0.005473 -0.006201 -0.006920 -0.007616 -0.008276 -0.008884 -0.009422 -0.009870 -0.010208 -0.010414 -0.010471 -0.010359 -0.010070 -0.009598 -0.008951 -0.008146 -0.007212 -0.006187 -0.005115 -0.004046 -0.003028 -0.002107 -0.001322 -0.000704 -0.000276 -0.000037 0.000017 0.000000 
0.000000 -0.000029 -0.000140 -0.000422 -0.000879 -0.001510 -0.002301 -0.003233 -0.004284 -0.005435 -0.006663 -0.007949 -0.009274 -0.010616 -0.011957 -0.013273 -0.014541 -0.015735 -0.016826 -0.017781 -0.018567 -0.019148 -0.019487 -0.019552 -0.019317 -0.018763 -0.017887 -0.016703 -0.015242 -0.013556 -0.011711 -0.009785 -0.007862 -0.006025 -0.004349 -0.002901 -0.001730 -0.000871 -0.000322 -0.000084 0.000000 
0.000000 -0.000115 -0.000363 -0.000856 -0.001579 -0.002530 -0.003688 -0.005030 -0.006530 -0.008160 -0.009892 -0.011699 -0.013554 -0.015428 -0.017293 -0.019117 -0.020868 -0.022508 -0.023999 -0.025296 -0.026353 -0.027123 -0.027558 -0.027616 -0.027260 -0.026469 -0.025241 -0.023593 -0.021571 -0.019245 -0.016704 -0.014054 -0.011405 -0.008867 -0.006539 -0.004504 -0.002825 -0.001547 -0.000669 -0.000219 0.000000 
0.000000 -0.000213 -0.000611 -0.001329 -0.002325 -0.003592 -0.005104 -0.006831 -0.008743 -0.010807 -0.012991 -0.015261 -0.017583 -0.019924 -0.022247 -0.024513 -0.026682 -0.028708 -0.030543 -0.032134 -0.033425 -0.034358 -0.034876 -0.034925 -0.034463 -0.033464 -0.031922 -0.029863 -0.027341 -0.024443 -0.021281 -0.017985 -0.014688 -0.011524 -0.008608 -0.006039 -0.003889 -0.002213 -0.001015 -0.000354 0.000000 
0.000000 -0.000310 -0.000858 -0.001802 -0.003069 -0.004644 -0.006494 -0.008584 -0.010880 -0.013344 -0.015940 -0.018629 -0.021374 -0.024134 -0.026868 -0.029531 -0.032076 -0.034452 -0.036601 -0.038463 -0.039973 -0.041064 -0.041668 -0.041723 -0.041176 -0.039995 -0.038171 -0.035733 -0.032746 -0.029311 -0.025565 -0.021659 -0.017753 -0.014000 -0.010533 -0.007464 -0.004873 -0.002824 -0.001328 -0.000475 0.000000 
0.000000 -0.000401 -0.001093 -0.002255 -0.003784 -0.005658 -0.007831 -0.010266 -0.012922 -0.015760 -0.018738 -0.021816 -0.024951 -0.028099 -0.031214 -0.034247 -0.037145 -0.039852 -0.042303 -0.044432 -0.046165 -0.047425 -0.048135 -0.048219 -0.047615 -0.046279 -0.044199 -0.041403 -0.037965 -0.034004 -0.029679 -0.025170 -0.020663 -0.016333 -0.012331 -0.008780 -0.005770 -0.003371 -0.001601 -0.000578 0.000000 
0.000000 -0.000486 -0.001313 -0.002683 -0.004463 -0.006621 -0.009104 -0.011867 -0.014867 -0.018060 -0.021401 -0.024846 -0.028351 -0.031868 -0.035347 -0.038737 -0.041980 -0.045015 -0.047773 -0.050180 -0.052154 -0.053609 -0.054454 -0.054602 -0.053975 -0.052515 -0.050201 -0.047059 -0.043170 -0.038673 -0.033753 -0.028623 -0.023499 -0.018582 -0.014042 -0.010013 -0.006594 -0.003863 -0.001840 -0.000666 0.000000 
0.000000 -0.000565 -0.001518 -0.003085 -0.005103 -0.007534 -0.010314 -0.013394 -0.016724 -0.020258 -0.023949 -0.027751 -0.031615 -0.035492 -0.039331 -0.043077 -0.046669 -0.050041 -0.053122 -0.055830 -0.058076 -0.059763 -0.060786 -0.061042 -0.060433 -0.058885 -0.056360 -0.052879 -0.048529 -0.043471 -0.037921 -0.032131 -0.026353 -0.020819 -0.015719 -0.011203 -0.007375 -0.004319 -0.002055 -0.000743 0.000000 
0.000000 -0.000639 -0.001711 -0.003463 -0.005710 -0.008403 -0.011471 -0.014858 -0.018511 -0.022379 -0.026414 -0.030566 -0.034787 -0.039026 -0.043228 -0.047337 -0.051291 -0.055021 -0.058450 -0.061493 -0.064051 -0.066017 -0.067271 -0.067689 -0.067151 -0.065557 -0.062849 -0.059036 -0.054209 -0.048552 -0.042321 -0.035812 -0.029325 -0.023125 -0.017429 -0.012399 -0.008148 -0.004762 -0.002260 -0.000816 0.000000 
