1,0.0043948
2,0.0604117
3,0.0499596
4,0.0459517
5,0.0491421
6,0.0529841
7,0.0584061
8,0.0643277
9,0.0536456
10,0.0686646
11,0.0605469
12,0.0688984
13,0.058606
14,0.0512578
15,0.0618219
16,0.071659
17,0.063126
18,0.0624841
19,0.0424383
20,0.0585064
21,0.0623854
22,0.0534653
23,0.0517079
24,0.0559401
25,0.0637411
26,0.0540495
27,0.0550933
28,0.0627595
29,0.0482552
30,0.0596942
31,0.056257
32,0.0491483
33,0.0618597
34,0.0471461
35,0.0559908
36,0.0546622
37,0.0534217
38,0.0566367
39,0.0450321
40,0.0480864
41,0.0581415
42,0.0559068
43,0.050881
44,0.0565008
45,0.0571742
46,0.0528926
47,0.0605285
48,0.0642697
49,0.0579722
50,0.060755
51,0.058314
52,0.0669208
53,0.0566299
54,0.0599256
55,0.0523113
56,0.0432967
57,0.0436197
58,0.0483907
59,0.0486914
60,0.0499564
61,0.0450551
62,0.0464804
63,0.0411746
64,0.0452126
65,0.0476359
66,0.0594927
67,0.056757
68,0.056251
69,0.0563297
70,0.0569469
71,0.0591396
72,0.0493616
73,0.0423569
74,0.0536191
75,0.0606411
76,0.0556017
77,0.0516394
78,0.0472826
79,0.0619841
80,0.0590617
81,0.069445
82,0.0586797
83,0.056472
84,0.0480275
85,0.0487226
86,0.0462512
87,0.0479784
88,0.0465164
89,0.0443803
90,0.0422652
91,0.0531121
92,0.0513302
93,0.0518057
94,0.044394
95,0.0479468
96,0.0599631
97,0.0576701
98,0.0548072
99,0.0537231
100,0.0493161
101,0.0495949
102,0.0518878
103,0.0488822
104,0.0429363
105,0.0435465
106,0.0469267
107,0.0478189
108,0.047164
109,0.0477737
110,0.0505173
111,0.048254
112,0.0505331
113,0.0469163
114,0.0497897
115,0.0445945
116,0.0487419
117,0.0452476
118,0.0482168
119,0.0489795
120,0.0467471
121,0.0518697
122,0.0462838
123,0.0478432
124,0.0464097
125,0.0466299
126,0.0464606
127,0.0433032
128,0.0506116
129,0.0494855
130,0.0467648
131,0.0461389
132,0.0505651
133,0.0456317
134,0.0478909
135,0.0520537
136,0.047427
137,0.0496103
138,0.0491497
139,0.048314
140,0.0487877
141,0.043527
142,0.0498708
143,0.0544679
144,0.0496968
145,0.0483421
146,0.0487601
147,0.056888
148,0.0512393
149,0.0482429
150,0.0560173
151,0.0380193
152,0.0486916
153,0.0488887
154,0.0428812
155,0.0459816
156,0.04739
157,0.0493142
158,0.049606
159,0.0487689
160,0.0467646
161,0.0481904
162,0.0469936
163,0.0445362
164,0.0493752
165,0.0509641
166,0.0483737
167,0.0457735
168,0.0500476
169,0.0505446
170,0.0587045
171,0.0525175
172,0.0526902
173,0.0473861
174,0.0486654
175,0.0471039
176,0.0425655
177,0.0414208
178,0.0544828
179,0.0452133
180,0.0480872
181,0.0464573
182,0.0546295
183,0.0541078
184,0.0468678
185,0.0526055
186,0.0540987
187,0.0480533
188,0.049152
189,0.0421907
190,0.0437838
191,0.0523128
192,0.0467104
193,0.0368311
194,0.0462777
195,0.0468438
196,0.0466627
197,0.0465125
198,0.0505731
199,0.055268
200,0.0611073
201,0.0535854
202,0.0582881
203,0.0583299
204,0.0608101
205,0.0525638
206,0.054096
207,0.0672775
208,0.0711485
209,0.0657264
210,0.058698
211,0.0551203
212,0.0492215
213,0.0490557
214,0.0482371
215,0.0530405
216,0.053906
217,0.0577486
218,0.0504546
219,0.0588072
220,0.0572045
221,0.0578075
222,0.0585961
223,0.0621964
224,0.0709142
225,0.0601144
226,0.0590993
227,0.0372534
228,0.040938
229,0.045276
230,0.0488982
231,0.0484116
232,0.0495712
233,0.0441091
234,0.0459474
235,0.0469141
236,0.0428475
237,0.0480714
238,0.0492966
239,0.062505
240,0.0498533
241,0.0456671
242,0.0538988
243,0.0454462
244,0.0476642
245,0.0483502
246,0.0491292
247,0.047112
248,0.0460325
249,0.0457219
250,0.0417143
251,0.0375628
252,0.0466251
253,0.044423
254,0.051424
255,0.0490396
256,0.0463303
257,0.0440271
258,0.0471368
259,0.0519027
260,0.0458741
261,0.0420226
262,0.0505419
263,0.0473406
264,0.0481238
265,0.0475862
266,0.0522701
267,0.0501851
268,0.0434334
269,0.0498325
270,0.0492477
271,0.0489052
272,0.0492172
273,0.0529183
274,0.0474202
275,0.0499389
276,0.0498892
277,0.0473351
278,0.0480929
279,0.0510026
280,0.0496595
281,0.0510538
282,0.0522213
283,0.0501885
284,0.0488047
285,0.0496744
286,0.0477446
287,0.0460893
288,0.0469059
289,0.0476489
290,0.0490032
291,0.0507915
292,0.0505694
293,0.0480641
294,0.0502622
295,0.0483697
296,0.0516011
297,0.050308
298,0.0507689
299,0.0463665
300,0.0472519
301,0.0495042
302,0.0495332
303,0.0460326
304,0.0406288
305,0.0529937
306,0.053978
307,0.0477447
308,0.0452106
309,0.0489865
310,0.0477999
311,0.0432705
312,0.0562097
313,0.0572379
314,0.0577493
315,0.056726
316,0.0552872
317,0.0585298
318,0.0586421
319,0.0608887
320,0.060538
321,0.049298
322,0.048985
323,0.0425729
324,0.0557411
325,0.0589535
326,0.0597493
327,0.0582264
328,0.0597165
329,0.0503264
330,0.071559
331,0.080274
332,0.0543145
333,0.051655
334,0.0514636
335,0.0655646
336,0.0589919
337,0.0560313
338,0.0600365
339,0.060182
340,0.0592828
341,0.0480278
342,0.0565466
343,0.0544804
344,0.0576649
345,0.0574425
346,0.0688494
347,0.0592277
348,0.0592438
349,0.0594056
350,0.0594793
351,0.0616421
352,0.0592394
353,0.0543186
354,0.068066
355,0.0491378
356,0.0590732
357,0.048113
358,0.0587511
359,0.0475071
360,0.0459127
361,0.0464056
362,0.0490539
363,0.047223
364,0.0518761
365,0.0523125
366,0.0491774
367,0.0489955
368,0.048064
369,0.0480303
370,0.0460412
371,0.0478562
372,0.0477852
373,0.055687
374,0.0498388
375,0.0505283
376,0.051668
377,0.0391584
378,0.0488277
379,0.0498758
380,0.0455642
381,0.0492739
382,0.0473765
383,0.0483915
384,0.0513995
385,0.0474382
386,0.0412642
387,0.0526208
388,0.0481878
389,0.0585044
390,0.0528087
391,0.0590554
392,0.0573881
393,0.0588576
394,0.0550289
395,0.0599661
396,0.0583496
397,0.0599815
398,0.0648133
399,0.0803624
400,0.0605642
401,0.0620131
402,0.0647836
403,0.0772874
404,0.0979034
405,0.074012
406,0.0558234
407,0.0620712
408,0.0743105
409,0.0637118
410,0.0693582
411,0.0631025
412,0.063212
413,0.0638992
414,0.0532133
415,0.0598598
416,0.0644735
417,0.0599018
418,0.0552226
419,0.059526
420,0.0625601
421,0.0617623
422,0.0694677
423,0.0987122
